Image Path,LaTeX Label
.\cropped\im_ (4906).jpg,1-\tan{x}^2=\frac{1}{ch^2x}
.\cropped\im_ (4907).jpg,\cos{x}\rightarrow chx
.\cropped\im_ (4908).jpg,\sin{x}\rightarrow ishx
.\cropped\im_ (4909).jpg,\tan{x}\rightarrow ithx
.\cropped\im_ (491).jpg,y_2=2x_2+1
.\cropped\im_ (4910).jpg,ch^2x+sh^2x=ch2x
.\cropped\im_ (4911).jpg,\cos{x}^2-\sin{x}^2=\cos{2x}
.\cropped\im_ (4912).jpg,\sin{2x}=2\sin\cos{x}
.\cropped\im_ (4913).jpg,ish2x=2ishx\cosh{x}
.\cropped\im_ (4914).jpg,\sin{x}^2=\frac{1-\cos{2x}}{2}
.\cropped\im_ (4915).jpg,-sh^2x=\frac{1-ch2x}{2}
.\cropped\im_ (4916).jpg,sh^2x=\frac{\cosh{2x}-1}{2}
.\cropped\im_ (4917).jpg,\sin{x}chy+i\cos{x}shy
.\cropped\im_ (4918).jpg,\sin{x}\cos{(iy)}+\cos{x}\sin{(iy)}
.\cropped\im_ (4919).jpg,\sin{(z)}=\sin{(x+iy)}
.\cropped\im_ (492).jpg,2x_1+1=2x_2+1
.\cropped\im_ (4920).jpg,\cos{(z)}=\cos{(x+iy)}
.\cropped\im_ (4921).jpg,\cos{x}\cos{(iy)}-\sin{x}\sin{(iy)}
.\cropped\im_ (4922).jpg,\cos{x}chy-i\sin{x}shy
.\cropped\im_ (4923).jpg,ch(z)=\cos{(iz)}
.\cropped\im_ (4924).jpg,sh(z)=-i\sin{(iz)}
.\cropped\im_ (4925).jpg,\cos{(ix-y)}
.\cropped\im_ (4926).jpg,\cos{(ix)}\cos{y}+\sin{(ix)}\sin{y}
.\cropped\im_ (4927).jpg,chx\cos{y}+ishx\sin{y}
.\cropped\im_ (4928).jpg,-i\sin{(ix-y)}
.\cropped\im_ (4929).jpg,-i[\sin{(ix)}\cos{y}-\cos{(ix)}\sin{y}]
.\cropped\im_ (493).jpg,2x_1=2x_2
.\cropped\im_ (4930).jpg,-i[ishx\cos{y}-chx\sin{y}]
.\cropped\im_ (4931).jpg,shx\cos{y}+ichx\sin{y}
.\cropped\im_ (4932).jpg,\sin{(iz)}=\sin{(ix-y)}
.\cropped\im_ (4933).jpg,\sin{(ix)}\cos{y}-\cos{(ix)}\sin{y}
.\cropped\im_ (4934).jpg,ishx\cos{y}-chx\sin{y}
.\cropped\im_ (4935).jpg,\sin{(iz)}=ishz
.\cropped\im_ (4936).jpg,shz=-i\sin{(iz)}
.\cropped\im_ (4937).jpg,\frac{1}{i}=-i
.\cropped\im_ (4938).jpg,u=e\cos{y}
.\cropped\im_ (4939).jpg,v=e\sin{y}
.\cropped\im_ (494).jpg,x_1=x_2
.\cropped\im_ (4940).jpg,x=1
.\cropped\im_ (4941).jpg,x=2
.\cropped\im_ (4942).jpg,u=e^2\cos{y}
.\cropped\im_ (4943).jpg,v=e^2\sin{y}
.\cropped\im_ (4944).jpg,u^2+v^2=e^2\cos{y}^2+\sin{y}^2
.\cropped\im_ (4945).jpg,u^2+v^2=e^4\cos{y}^2+\sin{y}^2
.\cropped\im_ (4946).jpg,u^2+v^2=e^4
.\cropped\im_ (4947).jpg,u^2+v^2=e^2
.\cropped\im_ (4948).jpg,u=e^x\cos{(\frac{x}{6})}
.\cropped\im_ (4949).jpg,v=e^x\sin{(\frac{x}{6})}
.\cropped\im_ (495).jpg,y=x^2-2
.\cropped\im_ (4950).jpg,y=\frac{\pi}{6}
.\cropped\im_ (4951).jpg,y=\frac{\pi}{3}
.\cropped\im_ (4952).jpg,u=e^x\cos{(\frac{\pi}{4})}
.\cropped\im_ (4953).jpg,v=e^x\sin{(\frac{\pi}{3})}
.\cropped\im_ (4954).jpg,\frac{v}{u}=\frac{e^x\sin{(\frac{\pi}{3})}}{e^x\cos{(\frac{\pi}{3})}}
.\cropped\im_ (4955).jpg,\frac{v}{u}=\frac{e^x\sin{(\frac{\pi}{6})}}{e^x\cos{(\frac{\pi}{6})}}
.\cropped\im_ (4956).jpg,\frac{v}{u}=\tan{(\frac{\pi}{3})}
.\cropped\im_ (4957).jpg,\frac{v}{u}=\tan{(\frac{\pi}{6})}
.\cropped\im_ (4958).jpg,v=\tan{(\frac{\pi}{6})}u
.\cropped\im_ (4959).jpg,v=\tan{(\frac{\pi}{3})}u
